customer_id,sim_number,mobile_number,network_type,sim_type,activation_date,status
CUST02280,89761208778320963607,9896897482,5G,Prepaid,2022-02-10,Suspended
CUST02281,89768108258017458190,9833183902,4G,Prepaid,2023-05-29,Suspended
CUST02282,89740859672621288159,9732083616,4G,Prepaid,2024-12-22,Suspended
CUST02283,89965894562312189145,9794731109,5G,Postpaid,2025-11-17,Active
CUST02284,89393222074130670132,9816113362,4G,Postpaid,2021-11-20,Suspended
CUST02285,89146346393025321671,9015896719,5G,Postpaid,2026-03-03,Active
CUST02286,89294462878132709481,9630266980,4G,Prepaid,2024-07-27,Inactive
CUST02287,89919491516888782126,9739966629,5G,Prepaid,2024-12-30,Inactive
CUST02288,89637953882096402216,9741283917,4G,Postpaid,2022-01-19,Active
CUST02289,89107078067670147039,9350822047,5G,Prepaid,2022-04-28,Suspended
CUST02290,89693051343078279913,9924907488,4G,Prepaid,2024-05-08,Inactive
CUST02291,89633061383342709807,9833567207,5G,Postpaid,2025-04-02,Suspended
CUST02292,89541923281815103878,9473427220,5G,Prepaid,2022-04-06,Inactive
CUST02293,89101506319426689557,9015174898,5G,Postpaid,2022-05-16,Suspended
CUST02294,89450197997257109974,9068673643,5G,Postpaid,2023-07-28,Inactive
CUST02295,89716370392766564239,9235982029,5G,Postpaid,2021-09-05,Inactive
CUST02296,89485224610784249093,9651517477,4G,Postpaid,2024-05-30,Inactive
CUST02297,89879707825495843253,9436664798,4G,Postpaid,2023-04-24,Suspended
CUST02298,89033858601499637508,9033504680,5G,Prepaid,2024-09-13,Suspended
CUST02299,89713643194290998152,9276509603,5G,Prepaid,2023-05-28,Inactive
CUST02300,89247943716552442509,9856939632,4G,Prepaid,2026-03-21,Active
CUST02301,89959673113649536600,9457634339,4G,Postpaid,2021-07-27,Suspended
CUST02302,89268645406073609567,9363061937,4G,Prepaid,2023-02-20,Inactive
CUST02303,89939914789380155442,9198780187,4G,Prepaid,2022-10-21,Suspended
CUST02304,89918094915389918020,9993410556,4G,Postpaid,2022-08-22,Active
CUST02305,89291893891200303989,9274207842,5G,Postpaid,2025-09-21,Active
CUST02306,89286539312411488899,9137564867,4G,Prepaid,2026-02-16,Active
CUST02307,89386434908331498557,9648936175,4G,Postpaid,2021-08-13,Active
CUST02308,89871370888869920275,9002518828,4G,Postpaid,2022-08-10,Active
CUST02309,89360732629866996598,9253344110,4G,Postpaid,2022-02-04,Inactive
CUST02310,89726624567802211691,9139216092,5G,Postpaid,2026-03-17,Suspended
CUST02311,89410758843373832202,9099726332,4G,Prepaid,2023-07-06,Active
CUST02312,89787413848280736451,9002328521,4G,Postpaid,2025-09-27,Active
CUST02313,89986766518448552206,9062241748,4G,Prepaid,2024-01-16,Inactive
CUST02314,89772661786408580577,9649882476,4G,Postpaid,2022-06-20,Inactive
CUST02315,89578954118740601936,9027699904,4G,Postpaid,2024-10-19,Active
CUST02316,89235255138726664573,9820269278,5G,Postpaid,2023-08-21,Inactive
CUST02317,89301913633167947707,9539837453,5G,Prepaid,2023-06-21,Inactive
CUST02318,89668465192221574828,9126849085,5G,Prepaid,2022-05-18,Suspended
CUST02319,89993582811872923485,9206593124,4G,Postpaid,2024-07-20,Active
CUST02320,89187436442086516795,9906545734,5G,Prepaid,2022-07-06,Suspended
CUST02321,89801059625900647150,9323661625,5G,Postpaid,2024-11-29,Inactive
CUST02322,89107903542177165587,9819733494,5G,Prepaid,2024-05-26,Inactive
CUST02323,89862642114225941230,9452420526,5G,Postpaid,2021-07-01,Active
CUST02324,89460367654534280027,9890761318,4G,Postpaid,2024-11-10,Inactive
CUST02325,89657588110371924426,9954002202,4G,Prepaid,2023-04-27,Active
CUST02326,89706567111687036062,9869512705,4G,Prepaid,2021-10-27,Inactive
CUST02327,89677800531344944162,9273038200,4G,Prepaid,2024-11-24,Inactive
CUST02328,89596054377045509642,9901108009,4G,Prepaid,2022-03-01,Inactive
CUST02329,89853488758534152481,9038878151,5G,Prepaid,2026-06-06,Inactive
CUST02330,89188483820617605335,9892654016,4G,Prepaid,2024-09-14,Active
CUST02331,89124529654442056706,9955538709,4G,Postpaid,2024-01-20,Suspended
CUST02332,89651467388568679148,9422058328,5G,Prepaid,2024-01-11,Inactive
CUST02333,89623004235120627495,9587544963,5G,Prepaid,2023-07-18,Active
CUST02334,89279113426313620828,9466047294,5G,Prepaid,2024-06-16,Inactive
CUST02335,89497222777263482776,9090014310,5G,Prepaid,2024-12-04,Inactive
CUST02336,89969595714638483097,9097067043,5G,Postpaid,2024-07-17,Suspended
CUST02337,89806317897835639242,9193508054,4G,Prepaid,2024-09-12,Suspended
CUST02338,89741165608905104913,9574151813,4G,Prepaid,2026-03-31,Inactive
CUST02339,89761297543620363565,9881514739,5G,Prepaid,2022-04-08,Active
CUST02340,89490509600265121230,9799915572,4G,Prepaid,2022-04-07,Suspended
CUST02341,89698813665228379692,9418162826,5G,Prepaid,2024-10-27,Active
CUST02342,89971168729603328746,9243419173,4G,Prepaid,2023-05-30,Suspended
CUST02343,89727140168013807670,9954405546,4G,Postpaid,2025-03-19,Inactive
CUST02344,89100709543828594122,9827006268,5G,Prepaid,2023-05-17,Suspended
CUST02345,89578734655543415157,9844760779,5G,Prepaid,2021-08-14,Suspended
CUST02346,89938646524870395423,9674333989,4G,Prepaid,2025-06-28,Active
CUST02347,89721839609878368334,9880496252,5G,Prepaid,2021-10-01,Active
CUST02348,89048350559364570291,9031539531,4G,Postpaid,2025-01-30,Suspended
CUST02349,89203062002573291256,9521485751,4G,Postpaid,2024-02-03,Active
CUST02350,89586032817094299169,9192621973,5G,Postpaid,2022-07-05,Suspended
CUST02351,89951649903572884406,9726542586,4G,Prepaid,2025-01-04,Inactive
CUST02352,89883749755064648657,9946116081,4G,Postpaid,2023-05-15,Inactive
CUST02353,89552871043450020459,9525486150,5G,Prepaid,2025-02-17,Inactive
CUST02354,89176028962435172946,9108030615,5G,Prepaid,2023-09-03,Active
CUST02355,89156065555390648159,9057870371,5G,Postpaid,2022-08-18,Inactive
CUST02356,89463896783238409353,9942710036,5G,Prepaid,2023-06-12,Inactive
CUST02357,89267279658954658730,9632879881,5G,Prepaid,2023-01-18,Active
CUST02358,89727486715623347409,9560695599,5G,Prepaid,2026-01-16,Active
CUST02359,89024657267120615400,9427509016,5G,Postpaid,2021-12-22,Inactive
CUST02360,89283198784382330135,9644316230,5G,Postpaid,2021-10-07,Inactive
CUST02361,89937131772718452310,9045208235,4G,Prepaid,2026-01-17,Suspended
CUST02362,89678193715809405721,9888311496,4G,Postpaid,2021-12-30,Active
CUST02363,89327248755349591366,9684441219,5G,Prepaid,2022-03-22,Active
CUST02364,89900567827311201505,9622178942,4G,Postpaid,2024-07-14,Inactive
CUST02365,89460019801650746807,9200390291,5G,Prepaid,2025-08-16,Suspended
CUST02366,89678200993825676959,9594283981,4G,Postpaid,2021-08-04,Suspended
CUST02367,89546564929094753924,9059701244,4G,Prepaid,2024-02-10,Inactive
CUST02368,89778554597693986425,9025673229,4G,Prepaid,2024-12-25,Suspended
CUST02369,89810242836130944046,9232095540,4G,Postpaid,2022-03-10,Active
CUST02370,89637739757040305062,9688691480,5G,Postpaid,2023-08-18,Inactive
CUST02371,89001788976651240934,9656930090,4G,Prepaid,2025-10-14,Active
CUST02372,89371485281721205083,9567613428,4G,Prepaid,2025-03-26,Active
CUST02373,89548635573074411664,9443047142,4G,Postpaid,2025-09-17,Suspended
CUST02374,89897568811096227336,9051395414,4G,Postpaid,2024-08-23,Inactive
CUST02375,89371145192949621378,9112842561,4G,Postpaid,2024-03-22,Suspended
CUST02376,89074570926620632463,9268625137,5G,Prepaid,2022-11-09,Suspended
CUST02377,89575177692330672714,9690555908,4G,Postpaid,2023-01-06,Inactive
CUST02378,89246840849455167530,9034469430,5G,Postpaid,2026-01-22,Active
CUST02379,89928542865383818279,9820976812,5G,Postpaid,2023-12-29,Suspended
CUST02380,89756176939880587810,9226995190,4G,Prepaid,2025-04-15,Suspended
CUST02381,89836369028048458339,9442052030,5G,Postpaid,2023-11-16,Inactive
CUST02382,89937495960399747692,9128753348,4G,Postpaid,2026-05-16,Active
CUST02383,89474272011536101039,9360494742,5G,Postpaid,2026-06-21,Active
CUST02384,89867715491286567385,9548271898,4G,Prepaid,2022-11-21,Active
CUST02385,89377226303934073735,9769229625,4G,Postpaid,2022-08-09,Active
CUST02386,89406245148068255248,9072176999,5G,Prepaid,2024-02-11,Suspended
CUST02387,89359390853571400964,9304431974,5G,Postpaid,2025-06-06,Active
CUST02388,89417137732513558646,9959070097,5G,Postpaid,2023-07-19,Inactive
CUST02389,89793876250706137842,9339735109,5G,Postpaid,2026-05-02,Active
CUST02390,89908237235996775343,9318683985,5G,Prepaid,2022-06-23,Suspended
CUST02391,89429106699009260053,9693666391,5G,Prepaid,2025-04-29,Inactive
CUST02392,89020947231166271609,9180732189,4G,Prepaid,2025-11-07,Active
CUST02393,89294616321740505028,9197348607,5G,Postpaid,2021-12-27,Inactive
CUST02394,89484615997340289230,9754507568,4G,Prepaid,2025-01-27,Suspended
CUST02395,89273213874930655921,9779001388,4G,Postpaid,2023-09-11,Active
CUST02396,89267482178438371764,9871913921,5G,Prepaid,2024-08-15,Inactive
CUST02397,89056719735411005243,9594669614,5G,Postpaid,2023-03-19,Inactive
CUST02398,89479851625831174700,9938926948,4G,Postpaid,2025-12-24,Inactive
CUST02399,89523090147737798815,9352954005,5G,Postpaid,2022-01-27,Active
CUST02400,89600714795647079117,9042143166,4G,Postpaid,2023-07-06,Inactive
CUST02401,89599180663890250963,9999403640,4G,Postpaid,2024-05-11,Inactive
CUST02402,89552827256623905232,9878332621,5G,Prepaid,2024-03-13,Suspended
CUST02403,89027961511520758066,9858947291,5G,Postpaid,2021-08-10,Active
CUST02404,89531930584085041735,9521983623,5G,Postpaid,2021-11-02,Suspended
CUST02405,89459485259144580939,9726076124,5G,Postpaid,2022-03-31,Suspended
CUST02406,89530750358551028898,9415682072,4G,Postpaid,2026-05-09,Active
CUST02407,89757325234297817550,9940189892,5G,Postpaid,2025-11-03,Suspended
CUST02408,89123103190006483307,9936740865,5G,Postpaid,2025-07-13,Suspended
CUST02409,89010435881844933301,9229570349,5G,Prepaid,2025-08-03,Inactive
CUST02410,89083662573364582187,9534176079,5G,Postpaid,2024-08-09,Suspended
CUST02411,89783440938352230071,9993689195,4G,Prepaid,2024-12-04,Suspended
CUST02412,89998813946888595690,9846347774,5G,Postpaid,2024-08-01,Suspended
CUST02413,89281252009108454354,9633441901,4G,Prepaid,2022-04-13,Suspended
CUST02414,89950766941160506199,9914394207,4G,Postpaid,2021-09-20,Active
CUST02415,89847961986144301776,9559720565,4G,Postpaid,2023-09-24,Suspended
CUST02416,89732292993012397042,9192680750,5G,Postpaid,2025-05-25,Inactive
CUST02417,89396161136410080299,9083388806,5G,Prepaid,2023-07-14,Inactive
CUST02418,89790891116223815111,9828789917,4G,Prepaid,2021-10-27,Active
CUST02419,89830308473216643164,9288151369,5G,Prepaid,2021-12-08,Active
CUST02420,89278854141375453700,9002397704,4G,Postpaid,2026-06-04,Active
CUST02421,89275537340249041822,9455163888,4G,Prepaid,2022-05-28,Active
CUST02422,89060396210219000141,9997105754,4G,Postpaid,2023-05-15,Suspended
CUST02423,89372059671922053301,9809816608,5G,Prepaid,2023-01-26,Suspended
CUST02424,89990867843735460233,9814714384,5G,Prepaid,2024-04-16,Active
CUST02425,89838742143674865874,9540335969,5G,Postpaid,2025-08-06,Inactive
CUST02426,89625799976109048978,9055309627,4G,Prepaid,2024-06-04,Active
CUST02427,89478309112181437729,9698683017,4G,Postpaid,2024-06-06,Active
CUST02428,89230003188907812528,9609492745,5G,Postpaid,2024-05-01,Active
CUST02429,89847223293338265363,9569682606,4G,Postpaid,2025-11-04,Active
CUST02430,89387523766614302670,9179588303,4G,Postpaid,2025-03-30,Active
CUST02431,89641216525784081072,9037660028,4G,Postpaid,2024-10-14,Active
CUST02432,89566887825241852369,9384710689,4G,Prepaid,2023-11-27,Suspended
CUST02433,89382036853791904658,9736723101,5G,Prepaid,2023-04-02,Inactive
CUST02434,89883035509574855932,9975130120,4G,Prepaid,2024-01-18,Suspended
CUST02435,89031644282831047693,9816348110,5G,Prepaid,2022-02-23,Suspended
CUST02436,89930928411656598880,9725772619,5G,Postpaid,2023-01-27,Active
CUST02437,89981138302160517981,9612735858,5G,Postpaid,2022-03-13,Active
CUST02438,89356531144777080334,9482280857,5G,Postpaid,2024-02-26,Active
CUST02439,89981346132266286850,9362391613,5G,Postpaid,2025-09-27,Inactive
CUST02440,89714130888835006583,9485525687,5G,Postpaid,2026-01-27,Suspended
CUST02441,89566910847117173602,9357298982,4G,Postpaid,2023-03-26,Suspended
CUST02442,89404802053419610448,9137282912,4G,Postpaid,2022-10-23,Suspended
CUST02443,89019322709334206012,9431695800,4G,Prepaid,2022-01-19,Active
CUST02444,89058342814641221063,9160201221,4G,Postpaid,2022-01-08,Suspended
CUST02445,89375425993170845125,9472387484,4G,Prepaid,2022-09-27,Inactive
CUST02446,89446938536062662258,9802250913,4G,Prepaid,2024-04-12,Active
CUST02447,89521812545499614048,9813742141,5G,Prepaid,2025-09-21,Inactive
CUST02448,89300337692944950695,9995210460,5G,Postpaid,2022-12-01,Active
CUST02449,89242393978023003995,9110447614,4G,Postpaid,2026-06-23,Active
CUST02450,89788868141088868723,9050136819,4G,Postpaid,2024-04-15,Inactive
CUST02451,89279721836737138582,9545235589,5G,Postpaid,2023-12-28,Inactive
CUST02452,89105882136441294488,9550552411,5G,Prepaid,2024-03-15,Suspended
CUST02453,89896114115027114845,9154099229,4G,Postpaid,2026-03-24,Suspended
CUST02454,89144001539117133001,9629725483,4G,Prepaid,2024-03-09,Suspended
CUST02455,89263880173493827383,9995726348,5G,Postpaid,2022-06-16,Inactive
CUST02456,89522429525906936526,9002309729,5G,Postpaid,2025-06-04,Inactive
CUST02457,89532092266914199271,9286619828,4G,Postpaid,2025-05-23,Suspended
CUST02458,89927683488499084224,9062094341,4G,Prepaid,2023-10-01,Active
CUST02459,89694755206609855801,9013011326,4G,Prepaid,2021-11-25,Active
CUST02460,89395824845925468872,9886849666,4G,Postpaid,2023-08-07,Suspended
CUST02461,89626186652103054177,9481539122,5G,Prepaid,2021-11-12,Active
CUST02462,89473295138887565311,9360569043,4G,Prepaid,2023-05-08,Suspended
CUST02463,89733806830181974245,9446944211,4G,Postpaid,2022-03-04,Inactive
CUST02464,89929394061283860086,9099053032,4G,Postpaid,2023-10-06,Inactive
CUST02465,89967096789490494068,9187104044,5G,Prepaid,2023-07-31,Active
CUST02466,89890538780792131457,9389892284,4G,Prepaid,2023-12-19,Inactive
CUST02467,89902478275564679055,9497905735,5G,Postpaid,2025-10-11,Active
CUST02468,89650013655783753107,9163189275,4G,Postpaid,2025-07-21,Active
CUST02469,89252087510272661922,9921539005,4G,Prepaid,2025-08-14,Active
CUST02470,89087201183154120653,9748179890,4G,Postpaid,2021-11-12,Inactive
CUST02471,89989934208884205479,9393758130,5G,Prepaid,2023-05-16,Suspended
CUST02472,89796539144951074247,9709944957,4G,Postpaid,2022-11-19,Inactive
CUST02473,89719146512038725286,9410290616,5G,Prepaid,2022-05-20,Inactive
CUST02474,89418861616628252077,9610670769,4G,Prepaid,2022-09-05,Suspended
CUST02475,89655488744816543281,9258912717,5G,Postpaid,2023-07-08,Active
CUST02476,89273863814911255179,9685781052,5G,Postpaid,2024-11-05,Suspended
CUST02477,89493575605820219951,9863185525,4G,Postpaid,2025-02-20,Suspended
CUST02478,89923750585411431354,9787905411,4G,Postpaid,2026-01-05,Inactive
CUST02479,89450714149325872665,9115340524,5G,Postpaid,2022-04-27,Suspended
CUST02480,89480424929952003817,9969697686,4G,Postpaid,2023-02-18,Suspended
CUST02481,89015827854992645225,9828160413,5G,Prepaid,2025-06-09,Inactive
CUST02482,89251061041250856038,9049703834,4G,Postpaid,2021-08-31,Inactive
CUST02483,89594310030255022868,9111557701,5G,Postpaid,2023-04-05,Inactive
CUST02484,89058035870729008798,9784908245,5G,Prepaid,2022-11-11,Inactive
CUST02485,89051915049591309629,9943201302,4G,Prepaid,2024-08-16,Inactive
CUST02486,89974913572949626001,9354035713,4G,Postpaid,2024-08-07,Inactive
CUST02487,89732764256624216262,9727812196,4G,Postpaid,2024-02-19,Suspended
CUST02488,89979638194860651244,9515496066,5G,Postpaid,2022-09-04,Inactive
CUST02489,89998520085912093951,9664712434,5G,Prepaid,2025-04-19,Suspended
CUST02490,89745041673132911359,9854975157,4G,Postpaid,2025-07-24,Suspended
CUST02491,89018608318386812499,9832697360,4G,Prepaid,2023-08-04,Inactive
CUST02492,89227268159995670248,9017982109,4G,Prepaid,2022-02-26,Inactive
CUST02493,89619401996302881583,9833285968,5G,Postpaid,2024-12-19,Inactive
CUST02494,89768309477751508485,9116106515,5G,Prepaid,2022-08-02,Active
CUST02495,89361514097928393733,9222629365,5G,Postpaid,2021-07-27,Suspended
CUST02496,89567829522337710628,9996052048,5G,Postpaid,2025-08-03,Inactive
CUST02497,89067320778839677597,9679138851,5G,Prepaid,2022-07-25,Inactive
CUST02498,89009440491904916878,9409487188,4G,Postpaid,2026-02-11,Suspended
CUST02499,89346929904360455104,9780766154,5G,Postpaid,2022-02-11,Active
CUST02500,89802512960132467680,9618700136,5G,Prepaid,2025-03-15,Inactive
CUST02501,89799858406402137439,9201635769,5G,Postpaid,2026-03-27,Active
CUST02502,89071579671281610460,9472598568,4G,Postpaid,2024-05-11,Suspended
CUST02503,89134915166446227168,9228985354,4G,Prepaid,2022-03-16,Suspended
CUST02504,89306822014842413951,9019426736,5G,Postpaid,2023-04-09,Active
CUST02505,89476077181390672882,9153104308,5G,Postpaid,2023-06-06,Active
CUST02506,89407766872289352259,9310025904,4G,Prepaid,2022-05-20,Active
CUST02507,89679489340326682040,9769171359,5G,Prepaid,2026-05-29,Suspended
CUST02508,89982616759032886833,9846917284,4G,Postpaid,2025-05-08,Inactive
CUST02509,89609656323677981701,9719927241,4G,Postpaid,2022-01-28,Inactive
CUST02510,89409383076404369699,9330655976,5G,Prepaid,2022-09-08,Active
CUST02511,89347988675968043804,9522022796,4G,Prepaid,2026-03-13,Inactive
CUST02512,89794599450767448514,9001280855,4G,Postpaid,2024-02-13,Inactive
CUST02513,89013389790484579166,9948898331,5G,Prepaid,2023-12-29,Inactive
CUST02514,89035335430883641492,9354052564,4G,Postpaid,2025-02-28,Inactive
CUST02515,89826360713732603197,9564329008,4G,Postpaid,2023-02-22,Suspended
CUST02516,89212831906379966172,9157275063,4G,Postpaid,2025-06-18,Active
CUST02517,89018421177498837252,9982250538,5G,Prepaid,2022-09-19,Suspended
CUST02518,89857290308253820238,9123584842,5G,Prepaid,2025-12-26,Inactive
CUST02519,89023159430919496835,9844462042,5G,Prepaid,2026-01-12,Active
CUST02520,89923585293125670721,9797273139,5G,Prepaid,2023-12-06,Inactive
CUST02521,89954041094424622369,9808293807,5G,Postpaid,2023-02-01,Suspended
CUST02522,89171230604069685002,9572903216,5G,Prepaid,2022-02-02,Inactive
CUST02523,89637361697748492286,9567337610,5G,Postpaid,2022-08-20,Suspended
CUST02524,89056290367996426624,9787659732,5G,Prepaid,2023-10-03,Inactive
CUST02525,89146346473474017229,9570502119,5G,Postpaid,2025-09-15,Inactive
CUST02526,89240970580222113328,9583682517,5G,Prepaid,2022-01-28,Inactive
CUST02527,89643203318896667229,9552674693,4G,Postpaid,2023-10-01,Inactive
CUST02528,89983983491087211398,9222837213,5G,Prepaid,2024-01-02,Inactive
CUST02529,89497089985011991226,9732204484,5G,Postpaid,2022-05-06,Inactive
CUST02530,89161193427569908890,9453444622,4G,Prepaid,2025-07-04,Inactive
CUST02531,89057720577803050325,9172724334,4G,Postpaid,2024-11-19,Inactive
CUST02532,89625038085116733213,9048443762,4G,Postpaid,2025-03-29,Suspended
CUST02533,89436385942418381438,9599484827,5G,Postpaid,2026-06-28,Inactive
CUST02534,89096019663183647462,9598769413,4G,Prepaid,2024-08-29,Suspended
CUST02535,89719940910615613432,9710623591,5G,Prepaid,2023-12-11,Active
CUST02536,89232506522018928111,9824464956,5G,Postpaid,2025-12-23,Inactive
CUST02537,89668309925799727262,9602076245,4G,Prepaid,2024-09-16,Active
CUST02538,89953808920433824769,9096127348,5G,Postpaid,2023-08-13,Active
CUST02539,89396439771700311940,9494184426,5G,Prepaid,2023-09-24,Inactive
CUST02540,89038125116404896189,9537057549,4G,Postpaid,2024-05-01,Suspended
CUST02541,89981845352360573611,9874491502,4G,Prepaid,2021-09-04,Active
CUST02542,89476358842618775246,9951858976,5G,Postpaid,2022-07-08,Suspended
CUST02543,89674084965864758002,9550891490,5G,Postpaid,2025-04-13,Suspended
CUST02544,89684901005582385163,9915748004,5G,Prepaid,2023-04-14,Inactive
CUST02545,89193705661950081154,9026782249,4G,Postpaid,2023-09-21,Active
CUST02546,89906565905671685041,9274978475,5G,Prepaid,2023-02-26,Suspended
CUST02547,89761046416395294055,9155156249,5G,Postpaid,2021-12-16,Suspended
CUST02548,89720981023975265230,9995204301,5G,Postpaid,2021-07-24,Inactive
CUST02549,89341111968387613437,9263759972,4G,Postpaid,2021-07-23,Suspended
CUST02550,89663590667998317135,9858576050,5G,Postpaid,2023-10-13,Active
CUST02551,89819965553464473238,9997539291,4G,Postpaid,2022-02-22,Active
CUST02552,89239589521826377573,9548465291,4G,Prepaid,2021-10-07,Active
CUST02553,89394822448430125600,9058307682,4G,Prepaid,2024-05-05,Inactive
CUST02554,89201686797227658521,9260244211,4G,Prepaid,2024-08-18,Active
CUST02555,89489868263494967618,9496274368,4G,Prepaid,2024-09-22,Active
CUST02556,89636786527442780635,9701342235,4G,Postpaid,2025-07-10,Active
CUST02557,89256974662828949344,9405710620,5G,Postpaid,2025-08-25,Active
CUST02558,89156407940966801128,9110412588,4G,Prepaid,2022-04-24,Active
CUST02559,89180384728328453439,9960225092,5G,Prepaid,2024-03-17,Inactive
CUST02560,89667507992276599831,9988552617,5G,Prepaid,2024-07-23,Suspended
CUST02561,89916159951959888738,9026125927,5G,Postpaid,2024-11-24,Active
CUST02562,89955055288590845477,9402718301,5G,Prepaid,2024-06-17,Active
CUST02563,89838666459811867612,9495254003,5G,Prepaid,2025-03-07,Active
CUST02564,89571640809037011504,9889345764,4G,Prepaid,2021-09-19,Inactive
CUST02565,89425822034601370155,9979269116,5G,Prepaid,2023-09-30,Suspended
CUST02566,89527637369230386494,9466632663,5G,Prepaid,2023-11-25,Active
CUST02567,89099949601496737501,9787682458,5G,Postpaid,2021-08-17,Active
CUST02568,89790507075906578143,9662635754,4G,Prepaid,2022-02-21,Active
CUST02569,89303614582829292882,9405416833,4G,Postpaid,2024-02-28,Inactive
CUST02570,89871021390241556411,9147238032,5G,Postpaid,2022-01-21,Inactive
CUST02571,89685759804708591394,9544027412,4G,Postpaid,2026-06-02,Active
CUST02572,89711186410645909863,9058920790,4G,Postpaid,2021-07-21,Active
CUST02573,89294748308756775076,9613676348,5G,Postpaid,2023-09-26,Inactive
CUST02574,89369602245911025861,9529580312,5G,Prepaid,2025-11-28,Active
CUST02575,89535342950161116806,9279685596,4G,Prepaid,2022-01-11,Suspended
CUST02576,89146766158422132212,9177800281,5G,Prepaid,2022-02-12,Active
CUST02577,89832545773466931355,9390306416,4G,Postpaid,2023-04-02,Suspended
CUST02578,89711340162884957790,9149290783,5G,Postpaid,2023-09-12,Suspended
CUST02579,89193270386922218307,9077250210,4G,Postpaid,2025-10-09,Suspended
CUST02580,89571009025820148317,9608438291,4G,Postpaid,2021-12-05,Inactive
CUST02581,89024876325415720322,9941187274,5G,Prepaid,2021-12-26,Inactive
CUST02582,89429708747238051086,9175613631,5G,Prepaid,2022-11-19,Suspended
CUST02583,89794475339817131019,9695549178,5G,Postpaid,2021-11-23,Inactive
CUST02584,89873605458284428866,9763416253,4G,Postpaid,2022-11-15,Active
CUST02585,89791681423516193542,9023739304,4G,Prepaid,2024-08-31,Active
CUST02586,89721798637672083024,9129860377,5G,Prepaid,2023-03-21,Inactive
CUST02587,89168759681735805553,9253170277,5G,Postpaid,2025-12-21,Inactive
CUST02588,89412290604352088192,9788728782,5G,Postpaid,2023-07-22,Active
CUST02589,89068996170614642848,9031235483,5G,Prepaid,2022-07-22,Suspended
CUST02590,89376769849790444760,9539671832,4G,Postpaid,2025-01-03,Suspended
CUST02591,89665984198114838740,9021559522,5G,Postpaid,2026-06-20,Inactive
CUST02592,89887816007817301923,9591051850,4G,Postpaid,2023-08-05,Active
CUST02593,89068094803037174551,9281089188,4G,Postpaid,2022-10-24,Suspended
CUST02594,89635571395921132508,9985000388,5G,Prepaid,2025-06-01,Suspended
CUST02595,89019958526284371325,9320360960,5G,Postpaid,2024-08-08,Active
CUST02596,89112132237419427831,9496126907,5G,Postpaid,2024-10-26,Active
CUST02597,89588398036624627394,9934469690,4G,Prepaid,2025-07-03,Active
CUST02598,89546384234433033743,9319379804,4G,Postpaid,2024-11-21,Inactive
CUST02599,89798500774545114142,9079194923,4G,Prepaid,2024-04-23,Inactive
CUST02600,89021281493938096342,9273049978,4G,Postpaid,2023-04-14,Suspended
CUST02601,89075916992817019947,9014430111,4G,Prepaid,2023-11-02,Suspended
CUST02602,89783096505645492145,9512107535,4G,Postpaid,2023-02-14,Suspended
CUST02603,89983061958885042746,9423653755,4G,Prepaid,2025-10-25,Active
CUST02604,89237273288126151212,9826424914,4G,Postpaid,2022-12-14,Inactive
CUST02605,89982198837756935016,9894658547,5G,Postpaid,2021-11-29,Active
CUST02606,89076800797477475823,9016127924,4G,Postpaid,2024-02-20,Suspended
CUST02607,89150571619435412130,9811507168,4G,Prepaid,2023-03-19,Active
CUST02608,89058031160000727458,9171146753,4G,Prepaid,2021-12-06,Suspended
CUST02609,89711407100567613622,9705570143,5G,Prepaid,2026-01-13,Inactive
CUST02610,89672831590809112016,9679918244,5G,Prepaid,2025-09-14,Active
CUST02611,89350974249669978213,9832420095,5G,Prepaid,2022-05-16,Active
CUST02612,89152690082281959412,9842979676,5G,Postpaid,2025-02-01,Inactive
CUST02613,89593767540799741113,9333132562,5G,Postpaid,2024-11-03,Suspended
CUST02614,89614896908152332895,9741405516,5G,Postpaid,2025-04-26,Inactive
CUST02615,89476563264159700693,9291616934,5G,Postpaid,2025-08-31,Inactive
CUST02616,89139051633598128269,9464878207,5G,Postpaid,2024-06-22,Active
CUST02617,89088007022235835620,9757046483,5G,Prepaid,2023-12-15,Active
CUST02618,89039816549980778653,9303763174,4G,Postpaid,2023-10-11,Inactive
CUST02619,89234137738795256560,9431218272,4G,Postpaid,2023-12-07,Suspended
CUST02620,89373147191128176266,9347531784,5G,Prepaid,2024-01-18,Suspended
CUST02621,89333639203847739706,9475609157,4G,Postpaid,2023-01-12,Inactive
CUST02622,89281509741770039532,9579614282,5G,Prepaid,2022-04-05,Inactive
CUST02623,89408426186333666855,9820978862,5G,Prepaid,2023-05-28,Suspended
CUST02624,89157786255336709281,9534221328,4G,Postpaid,2023-04-09,Suspended
CUST02625,89575988675570170367,9973259896,4G,Prepaid,2023-05-14,Active
CUST02626,89809947873223546134,9475859893,4G,Prepaid,2025-07-24,Active
CUST02627,89810404268377256724,9280194094,4G,Prepaid,2026-06-05,Suspended
CUST02628,89551507561204768664,9790171548,5G,Prepaid,2022-06-13,Suspended
CUST02629,89137769640499328926,9536236076,4G,Postpaid,2024-04-29,Inactive
CUST02630,89012340099150282662,9740685964,4G,Prepaid,2022-06-04,Inactive
CUST02631,89434825649971034306,9157248956,4G,Postpaid,2024-10-14,Active
CUST02632,89923998529116679271,9643989979,5G,Prepaid,2022-01-13,Inactive
CUST02633,89129680834244101154,9700466605,5G,Prepaid,2022-07-18,Active
CUST02634,89202047707106790398,9612471305,5G,Prepaid,2026-01-31,Suspended
